trace_file,trace_idx,ATC_0,ATC_1,ATC_2,ATC_3,ATC_4,ATC_5,ATC_6,ATC_7,ATC,Track2,C7,IO,apdu,EncryptedPIN,AIP,IAD,T_DES_KENC,T_DES_KMAC,T_DES_KDEK
I:\freelance\SCA-Smartcard-Pipeline-3\Input1\Mastercard\traces_data_1000T_1.csv,10,0,0,0,0,0,0,122,221,7A DD,5413330337554966D25122012916230185,,,,,,,9E15204313F7318ACB79B90BD986AD29,4664942FE615FB02E5D57F292AA2B3B6,CE293B8CC12A977379EF256D76109492
I:\freelance\SCA-Smartcard-Pipeline-3\Input1\Mastercard\traces_data_1000T_1.csv,11,0,0,0,0,0,0,122,223,7A DF,5413330337554966D25122012916230185,,,,,,,9E15204313F7318ACB79B90BD986AD29,4664942FE615FB02E5D57F292AA2B3B6,CE293B8CC12A977379EF256D76109492
I:\freelance\SCA-Smartcard-Pipeline-3\Input1\Mastercard\traces_data_1000T_1.csv,12,0,0,0,0,0,0,122,224,7A E0,5413330337554966D25122012916230185,,,,,,,9E15204313F7318ACB79B90BD986AD29,4664942FE615FB02E5D57F292AA2B3B6,CE293B8CC12A977379EF256D76109492
I:\freelance\SCA-Smartcard-Pipeline-3\Input1\Mastercard\traces_data_1000T_1.csv,13,0,0,0,0,0,0,122,227,7A E3,5413330337554966D25122012916230185,,,,,,,9E15204313F7318ACB79B90BD986AD29,4664942FE615FB02E5D57F292AA2B3B6,CE293B8CC12A977379EF256D76109492
I:\freelance\SCA-Smartcard-Pipeline-3\Input1\Mastercard\traces_data_1000T_1.csv,14,0,0,0,0,0,0,122,228,7A E4,5413330337554966D25122012916230185,,,,,,,9E15204313F7318ACB79B90BD986AD29,4664942FE615FB02E5D57F292AA2B3B6,CE293B8CC12A977379EF256D76109492
I:\freelance\SCA-Smartcard-Pipeline-3\Input1\Mastercard\traces_data_1000T_1.csv,15,0,0,0,0,0,0,122,229,7A E5,5413330337554966D25122012916230185,,,,,,,9E15204313F7318ACB79B90BD986AD29,4664942FE615FB02E5D57F292AA2B3B6,CE293B8CC12A977379EF256D76109492
I:\freelance\SCA-Smartcard-Pipeline-3\Input1\Mastercard\traces_data_1000T_1.csv,16,0,0,0,0,0,0,122,231,7A E7,5413330337554966D25122012916230185,,,,,,,9E15204313F7318ACB79B90BD986AD29,4664942FE615FB02E5D57F292AA2B3B6,CE293B8CC12A977379EF256D76109492
I:\freelance\SCA-Smartcard-Pipeline-3\Input1\Mastercard\traces_data_1000T_1.csv,17,0,0,0,0,0,0,122,232,7A E8,5413330337554966D25122012916230185,,,,,,,9E15204313F7318ACB79B90BD986AD29,4664942FE615FB02E5D57F292AA2B3B6,CE293B8CC12A977379EF256D76109492
I:\freelance\SCA-Smartcard-Pipeline-3\Input1\Mastercard\traces_data_1000T_1.csv,18,0,0,0,0,0,0,122,233,7A E9,5413330337554966D25122012916230185,,,,,,,9E15204313F7318ACB79B90BD986AD29,4664942FE615FB02E5D57F292AA2B3B6,CE293B8CC12A977379EF256D76109492
I:\freelance\SCA-Smartcard-Pipeline-3\Input1\Mastercard\traces_data_1000T_1.csv,19,0,0,0,0,0,0,122,235,7A EB,5413330337554966D25122012916230185,,,,,,,9E15204313F7318ACB79B90BD986AD29,4664942FE615FB02E5D57F292AA2B3B6,CE293B8CC12A977379EF256D76109492
I:\freelance\SCA-Smartcard-Pipeline-3\Input1\Mastercard\traces_data_1000T_1.csv,20,0,0,0,0,0,0,122,236,7A EC,5413330337554966D25122012916230185,,,,,,,9E15204313F7318ACB79B90BD986AD29,4664942FE615FB02E5D57F292AA2B3B6,CE293B8CC12A977379EF256D76109492
I:\freelance\SCA-Smartcard-Pipeline-3\Input1\Mastercard\traces_data_1000T_1.csv,21,0,0,0,0,0,0,122,237,7A ED,5413330337554966D25122012916230185,,,,,,,9E15204313F7318ACB79B90BD986AD29,4664942FE615FB02E5D57F292AA2B3B6,CE293B8CC12A977379EF256D76109492
I:\freelance\SCA-Smartcard-Pipeline-3\Input1\Mastercard\traces_data_1000T_1.csv,22,0,0,0,0,0,0,122,239,7A EF,5413330337554966D25122012916230185,,,,,,,9E15204313F7318ACB79B90BD986AD29,4664942FE615FB02E5D57F292AA2B3B6,CE293B8CC12A977379EF256D76109492
I:\freelance\SCA-Smartcard-Pipeline-3\Input1\Mastercard\traces_data_1000T_1.csv,23,0,0,0,0,0,0,122,240,7A F0,5413330337554966D25122012916230185,,,,,,,9E15204313F7318ACB79B90BD986AD29,4664942FE615FB02E5D57F292AA2B3B6,CE293B8CC12A977379EF256D76109492
I:\freelance\SCA-Smartcard-Pipeline-3\Input1\Mastercard\traces_data_1000T_1.csv,24,0,0,0,0,0,0,122,241,7A F1,5413330337554966D25122012916230185,,,,,,,9E15204313F7318ACB79B90BD986AD29,4664942FE615FB02E5D57F292AA2B3B6,CE293B8CC12A977379EF256D76109492
I:\freelance\SCA-Smartcard-Pipeline-3\Input1\Mastercard\traces_data_1000T_1.csv,25,0,0,0,0,0,0,122,244,7A F4,5413330337554966D25122012916230185,,,,,,,9E15204313F7318ACB79B90BD986AD29,4664942FE615FB02E5D57F292AA2B3B6,CE293B8CC12A977379EF256D76109492
I:\freelance\SCA-Smartcard-Pipeline-3\Input1\Mastercard\traces_data_1000T_1.csv,26,0,0,0,0,0,0,122,245,7A F5,5413330337554966D25122012916230185,,,,,,,9E15204313F7318ACB79B90BD986AD29,4664942FE615FB02E5D57F292AA2B3B6,CE293B8CC12A977379EF256D76109492
I:\freelance\SCA-Smartcard-Pipeline-3\Input1\Mastercard\traces_data_1000T_1.csv,27,0,0,0,0,0,0,122,247,7A F7,5413330337554966D25122012916230185,,,,,,,9E15204313F7318ACB79B90BD986AD29,4664942FE615FB02E5D57F292AA2B3B6,CE293B8CC12A977379EF256D76109492
I:\freelance\SCA-Smartcard-Pipeline-3\Input1\Mastercard\traces_data_1000T_1.csv,28,0,0,0,0,0,0,122,248,7A F8,5413330337554966D25122012916230185,,,,,,,9E15204313F7318ACB79B90BD986AD29,4664942FE615FB02E5D57F292AA2B3B6,CE293B8CC12A977379EF256D76109492
I:\freelance\SCA-Smartcard-Pipeline-3\Input1\Mastercard\traces_data_1000T_1.csv,29,0,0,0,0,0,0,122,249,7A F9,5413330337554966D25122012916230185,,,,,,,9E15204313F7318ACB79B90BD986AD29,4664942FE615FB02E5D57F292AA2B3B6,CE293B8CC12A977379EF256D76109492
I:\freelance\SCA-Smartcard-Pipeline-3\Input1\Mastercard\traces_data_1000T_1.csv,30,0,0,0,0,0,0,122,251,7A FB,5413330337554966D25122012916230185,,,,,,,9E15204313F7318ACB79B90BD986AD29,4664942FE615FB02E5D57F292AA2B3B6,CE293B8CC12A977379EF256D76109492
I:\freelance\SCA-Smartcard-Pipeline-3\Input1\Mastercard\traces_data_1000T_1.csv,31,0,0,0,0,0,0,122,253,7A FD,5413330337554966D25122012916230185,,,,,,,9E15204313F7318ACB79B90BD986AD29,4664942FE615FB02E5D57F292AA2B3B6,CE293B8CC12A977379EF256D76109492
I:\freelance\SCA-Smartcard-Pipeline-3\Input1\Mastercard\traces_data_1000T_1.csv,32,0,0,0,0,0,0,122,255,7A FF,5413330337554966D25122012916230185,,,,,,,9E15204313F7318ACB79B90BD986AD29,4664942FE615FB02E5D57F292AA2B3B6,CE293B8CC12A977379EF256D76109492
I:\freelance\SCA-Smartcard-Pipeline-3\Input1\Mastercard\traces_data_1000T_1.csv,33,0,0,0,0,0,0,123,0,7B 00,5413330337554966D25122012916230185,,,,,,,9E15204313F7318ACB79B90BD986AD29,4664942FE615FB02E5D57F292AA2B3B6,CE293B8CC12A977379EF256D76109492
I:\freelance\SCA-Smartcard-Pipeline-3\Input1\Mastercard\traces_data_1000T_1.csv,34,0,0,0,0,0,0,123,1,7B 01,5413330337554966D25122012916230185,,,,,,,9E15204313F7318ACB79B90BD986AD29,4664942FE615FB02E5D57F292AA2B3B6,CE293B8CC12A977379EF256D76109492
I:\freelance\SCA-Smartcard-Pipeline-3\Input1\Mastercard\traces_data_1000T_1.csv,35,0,0,0,0,0,0,123,3,7B 03,5413330337554966D25122012916230185,,,,,,,9E15204313F7318ACB79B90BD986AD29,4664942FE615FB02E5D57F292AA2B3B6,CE293B8CC12A977379EF256D76109492
I:\freelance\SCA-Smartcard-Pipeline-3\Input1\Mastercard\traces_data_1000T_1.csv,36,0,0,0,0,0,0,123,4,7B 04,5413330337554966D25122012916230185,,,,,,,9E15204313F7318ACB79B90BD986AD29,4664942FE615FB02E5D57F292AA2B3B6,CE293B8CC12A977379EF256D76109492
I:\freelance\SCA-Smartcard-Pipeline-3\Input1\Mastercard\traces_data_1000T_1.csv,37,0,0,0,0,0,0,123,7,7B 07,5413330337554966D25122012916230185,,,,,,,9E15204313F7318ACB79B90BD986AD29,4664942FE615FB02E5D57F292AA2B3B6,CE293B8CC12A977379EF256D76109492
I:\freelance\SCA-Smartcard-Pipeline-3\Input1\Mastercard\traces_data_1000T_1.csv,38,0,0,0,0,0,0,123,8,7B 08,5413330337554966D25122012916230185,,,,,,,9E15204313F7318ACB79B90BD986AD29,4664942FE615FB02E5D57F292AA2B3B6,CE293B8CC12A977379EF256D76109492
I:\freelance\SCA-Smartcard-Pipeline-3\Input1\Mastercard\traces_data_1000T_1.csv,39,0,0,0,0,0,0,123,9,7B 09,5413330337554966D25122012916230185,,,,,,,9E15204313F7318ACB79B90BD986AD29,4664942FE615FB02E5D57F292AA2B3B6,CE293B8CC12A977379EF256D76109492
I:\freelance\SCA-Smartcard-Pipeline-3\Input1\Mastercard\traces_data_1000T_1.csv,40,0,0,0,0,0,0,123,11,7B 0B,5413330337554966D25122012916230185,,,,,,,9E15204313F7318ACB79B90BD986AD29,4664942FE615FB02E5D57F292AA2B3B6,CE293B8CC12A977379EF256D76109492
I:\freelance\SCA-Smartcard-Pipeline-3\Input1\Mastercard\traces_data_1000T_1.csv,41,0,0,0,0,0,0,123,12,7B 0C,5413330337554966D25122012916230185,,,,,,,9E15204313F7318ACB79B90BD986AD29,4664942FE615FB02E5D57F292AA2B3B6,CE293B8CC12A977379EF256D76109492
I:\freelance\SCA-Smartcard-Pipeline-3\Input1\Mastercard\traces_data_1000T_1.csv,42,0,0,0,0,0,0,123,13,7B 0D,5413330337554966D25122012916230185,,,,,,,9E15204313F7318ACB79B90BD986AD29,4664942FE615FB02E5D57F292AA2B3B6,CE293B8CC12A977379EF256D76109492
I:\freelance\SCA-Smartcard-Pipeline-3\Input1\Mastercard\traces_data_1000T_1.csv,43,0,0,0,0,0,0,123,14,7B 0E,5413330337554966D25122012916230185,,,,,,,9E15204313F7318ACB79B90BD986AD29,4664942FE615FB02E5D57F292AA2B3B6,CE293B8CC12A977379EF256D76109492
I:\freelance\SCA-Smartcard-Pipeline-3\Input1\Mastercard\traces_data_1000T_1.csv,44,0,0,0,0,0,0,123,15,7B 0F,5413330337554966D25122012916230185,,,,,,,9E15204313F7318ACB79B90BD986AD29,4664942FE615FB02E5D57F292AA2B3B6,CE293B8CC12A977379EF256D76109492
I:\freelance\SCA-Smartcard-Pipeline-3\Input1\Mastercard\traces_data_1000T_1.csv,45,0,0,0,0,0,0,123,16,7B 10,5413330337554966D25122012916230185,,,,,,,9E15204313F7318ACB79B90BD986AD29,4664942FE615FB02E5D57F292AA2B3B6,CE293B8CC12A977379EF256D76109492
I:\freelance\SCA-Smartcard-Pipeline-3\Input1\Mastercard\traces_data_1000T_1.csv,46,0,0,0,0,0,0,123,17,7B 11,5413330337554966D25122012916230185,,,,,,,9E15204313F7318ACB79B90BD986AD29,4664942FE615FB02E5D57F292AA2B3B6,CE293B8CC12A977379EF256D76109492
I:\freelance\SCA-Smartcard-Pipeline-3\Input1\Mastercard\traces_data_1000T_1.csv,47,0,0,0,0,0,0,123,19,7B 13,5413330337554966D25122012916230185,,,,,,,9E15204313F7318ACB79B90BD986AD29,4664942FE615FB02E5D57F292AA2B3B6,CE293B8CC12A977379EF256D76109492
I:\freelance\SCA-Smartcard-Pipeline-3\Input1\Mastercard\traces_data_1000T_1.csv,48,0,0,0,0,0,0,123,20,7B 14,5413330337554966D25122012916230185,,,,,,,9E15204313F7318ACB79B90BD986AD29,4664942FE615FB02E5D57F292AA2B3B6,CE293B8CC12A977379EF256D76109492
I:\freelance\SCA-Smartcard-Pipeline-3\Input1\Mastercard\traces_data_1000T_1.csv,49,0,0,0,0,0,0,123,21,7B 15,5413330337554966D25122012916230185,,,,,,,9E15204313F7318ACB79B90BD986AD29,4664942FE615FB02E5D57F292AA2B3B6,CE293B8CC12A977379EF256D76109492
I:\freelance\SCA-Smartcard-Pipeline-3\Input1\Mastercard\traces_data_1000T_1.csv,50,0,0,0,0,0,0,123,24,7B 18,5413330337554966D25122012916230185,,,,,,,9E15204313F7318ACB79B90BD986AD29,4664942FE615FB02E5D57F292AA2B3B6,CE293B8CC12A977379EF256D76109492
I:\freelance\SCA-Smartcard-Pipeline-3\Input1\Mastercard\traces_data_1000T_1.csv,51,0,0,0,0,0,0,123,25,7B 19,5413330337554966D25122012916230185,,,,,,,9E15204313F7318ACB79B90BD986AD29,4664942FE615FB02E5D57F292AA2B3B6,CE293B8CC12A977379EF256D76109492
I:\freelance\SCA-Smartcard-Pipeline-3\Input1\Mastercard\traces_data_1000T_1.csv,52,0,0,0,0,0,0,123,27,7B 1B,5413330337554966D25122012916230185,,,,,,,9E15204313F7318ACB79B90BD986AD29,4664942FE615FB02E5D57F292AA2B3B6,CE293B8CC12A977379EF256D76109492
I:\freelance\SCA-Smartcard-Pipeline-3\Input1\Mastercard\traces_data_1000T_1.csv,53,0,0,0,0,0,0,123,28,7B 1C,5413330337554966D25122012916230185,,,,,,,9E15204313F7318ACB79B90BD986AD29,4664942FE615FB02E5D57F292AA2B3B6,CE293B8CC12A977379EF256D76109492
I:\freelance\SCA-Smartcard-Pipeline-3\Input1\Mastercard\traces_data_1000T_1.csv,54,0,0,0,0,0,0,123,29,7B 1D,5413330337554966D25122012916230185,,,,,,,9E15204313F7318ACB79B90BD986AD29,4664942FE615FB02E5D57F292AA2B3B6,CE293B8CC12A977379EF256D76109492
I:\freelance\SCA-Smartcard-Pipeline-3\Input1\Mastercard\traces_data_1000T_1.csv,55,0,0,0,0,0,0,123,31,7B 1F,5413330337554966D25122012916230185,,,,,,,9E15204313F7318ACB79B90BD986AD29,4664942FE615FB02E5D57F292AA2B3B6,CE293B8CC12A977379EF256D76109492
I:\freelance\SCA-Smartcard-Pipeline-3\Input1\Mastercard\traces_data_1000T_1.csv,56,0,0,0,0,0,0,123,33,7B 21,5413330337554966D25122012916230185,,,,,,,9E15204313F7318ACB79B90BD986AD29,4664942FE615FB02E5D57F292AA2B3B6,CE293B8CC12A977379EF256D76109492
I:\freelance\SCA-Smartcard-Pipeline-3\Input1\Mastercard\traces_data_1000T_1.csv,57,0,0,0,0,0,0,123,35,7B 23,5413330337554966D25122012916230185,,,,,,,9E15204313F7318ACB79B90BD986AD29,4664942FE615FB02E5D57F292AA2B3B6,CE293B8CC12A977379EF256D76109492
I:\freelance\SCA-Smartcard-Pipeline-3\Input1\Mastercard\traces_data_1000T_1.csv,58,0,0,0,0,0,0,123,36,7B 24,5413330337554966D25122012916230185,,,,,,,9E15204313F7318ACB79B90BD986AD29,4664942FE615FB02E5D57F292AA2B3B6,CE293B8CC12A977379EF256D76109492
I:\freelance\SCA-Smartcard-Pipeline-3\Input1\Mastercard\traces_data_1000T_1.csv,59,0,0,0,0,0,0,123,37,7B 25,5413330337554966D25122012916230185,,,,,,,9E15204313F7318ACB79B90BD986AD29,4664942FE615FB02E5D57F292AA2B3B6,CE293B8CC12A977379EF256D76109492
I:\freelance\SCA-Smartcard-Pipeline-3\Input1\Mastercard\traces_data_1000T_1.csv,60,0,0,0,0,0,0,123,39,7B 27,5413330337554966D25122012916230185,,,,,,,9E15204313F7318ACB79B90BD986AD29,4664942FE615FB02E5D57F292AA2B3B6,CE293B8CC12A977379EF256D76109492
I:\freelance\SCA-Smartcard-Pipeline-3\Input1\Mastercard\traces_data_1000T_1.csv,61,0,0,0,0,0,0,123,40,7B 28,5413330337554966D25122012916230185,,,,,,,9E15204313F7318ACB79B90BD986AD29,4664942FE615FB02E5D57F292AA2B3B6,CE293B8CC12A977379EF256D76109492
I:\freelance\SCA-Smartcard-Pipeline-3\Input1\Mastercard\traces_data_1000T_1.csv,62,0,0,0,0,0,0,123,43,7B 2B,5413330337554966D25122012916230185,,,,,,,9E15204313F7318ACB79B90BD986AD29,4664942FE615FB02E5D57F292AA2B3B6,CE293B8CC12A977379EF256D76109492
I:\freelance\SCA-Smartcard-Pipeline-3\Input1\Mastercard\traces_data_1000T_1.csv,63,0,0,0,0,0,0,123,44,7B 2C,5413330337554966D25122012916230185,,,,,,,9E15204313F7318ACB79B90BD986AD29,4664942FE615FB02E5D57F292AA2B3B6,CE293B8CC12A977379EF256D76109492
I:\freelance\SCA-Smartcard-Pipeline-3\Input1\Mastercard\traces_data_1000T_1.csv,64,0,0,0,0,0,0,123,45,7B 2D,5413330337554966D25122012916230185,,,,,,,9E15204313F7318ACB79B90BD986AD29,4664942FE615FB02E5D57F292AA2B3B6,CE293B8CC12A977379EF256D76109492
I:\freelance\SCA-Smartcard-Pipeline-3\Input1\Mastercard\traces_data_1000T_1.csv,65,0,0,0,0,0,0,123,47,7B 2F,5413330337554966D25122012916230185,,,,,,,9E15204313F7318ACB79B90BD986AD29,4664942FE615FB02E5D57F292AA2B3B6,CE293B8CC12A977379EF256D76109492
I:\freelance\SCA-Smartcard-Pipeline-3\Input1\Mastercard\traces_data_1000T_1.csv,66,0,0,0,0,0,0,123,48,7B 30,5413330337554966D25122012916230185,,,,,,,9E15204313F7318ACB79B90BD986AD29,4664942FE615FB02E5D57F292AA2B3B6,CE293B8CC12A977379EF256D76109492
I:\freelance\SCA-Smartcard-Pipeline-3\Input1\Mastercard\traces_data_1000T_1.csv,67,0,0,0,0,0,0,123,49,7B 31,5413330337554966D25122012916230185,,,,,,,9E15204313F7318ACB79B90BD986AD29,4664942FE615FB02E5D57F292AA2B3B6,CE293B8CC12A977379EF256D76109492
I:\freelance\SCA-Smartcard-Pipeline-3\Input1\Mastercard\traces_data_1000T_1.csv,68,0,0,0,0,0,0,123,51,7B 33,5413330337554966D25122012916230185,,,,,,,9E15204313F7318ACB79B90BD986AD29,4664942FE615FB02E5D57F292AA2B3B6,CE293B8CC12A977379EF256D76109492
I:\freelance\SCA-Smartcard-Pipeline-3\Input1\Mastercard\traces_data_1000T_1.csv,69,0,0,0,0,0,0,123,52,7B 34,5413330337554966D25122012916230185,,,,,,,9E15204313F7318ACB79B90BD986AD29,4664942FE615FB02E5D57F292AA2B3B6,CE293B8CC12A977379EF256D76109492
I:\freelance\SCA-Smartcard-Pipeline-3\Input1\Mastercard\traces_data_1000T_1.csv,70,0,0,0,0,0,0,123,53,7B 35,5413330337554966D25122012916230185,,,,,,,9E15204313F7318ACB79B90BD986AD29,4664942FE615FB02E5D57F292AA2B3B6,CE293B8CC12A977379EF256D76109492
I:\freelance\SCA-Smartcard-Pipeline-3\Input1\Mastercard\traces_data_1000T_1.csv,71,0,0,0,0,0,0,123,55,7B 37,5413330337554966D25122012916230185,,,,,,,9E15204313F7318ACB79B90BD986AD29,4664942FE615FB02E5D57F292AA2B3B6,CE293B8CC12A977379EF256D76109492
I:\freelance\SCA-Smartcard-Pipeline-3\Input1\Mastercard\traces_data_1000T_1.csv,72,0,0,0,0,0,0,123,56,7B 38,5413330337554966D25122012916230185,,,,,,,9E15204313F7318ACB79B90BD986AD29,4664942FE615FB02E5D57F292AA2B3B6,CE293B8CC12A977379EF256D76109492
I:\freelance\SCA-Smartcard-Pipeline-3\Input1\Mastercard\traces_data_1000T_1.csv,73,0,0,0,0,0,0,123,57,7B 39,5413330337554966D25122012916230185,,,,,,,9E15204313F7318ACB79B90BD986AD29,4664942FE615FB02E5D57F292AA2B3B6,CE293B8CC12A977379EF256D76109492
I:\freelance\SCA-Smartcard-Pipeline-3\Input1\Mastercard\traces_data_1000T_1.csv,74,0,0,0,0,0,0,123,60,7B 3C,5413330337554966D25122012916230185,,,,,,,9E15204313F7318ACB79B90BD986AD29,4664942FE615FB02E5D57F292AA2B3B6,CE293B8CC12A977379EF256D76109492
I:\freelance\SCA-Smartcard-Pipeline-3\Input1\Mastercard\traces_data_1000T_1.csv,75,0,0,0,0,0,0,123,61,7B 3D,5413330337554966D25122012916230185,,,,,,,9E15204313F7318ACB79B90BD986AD29,4664942FE615FB02E5D57F292AA2B3B6,CE293B8CC12A977379EF256D76109492
I:\freelance\SCA-Smartcard-Pipeline-3\Input1\Mastercard\traces_data_1000T_1.csv,76,0,0,0,0,0,0,123,63,7B 3F,5413330337554966D25122012916230185,,,,,,,9E15204313F7318ACB79B90BD986AD29,4664942FE615FB02E5D57F292AA2B3B6,CE293B8CC12A977379EF256D76109492
I:\freelance\SCA-Smartcard-Pipeline-3\Input1\Mastercard\traces_data_1000T_1.csv,77,0,0,0,0,0,0,123,64,7B 40,5413330337554966D25122012916230185,,,,,,,9E15204313F7318ACB79B90BD986AD29,4664942FE615FB02E5D57F292AA2B3B6,CE293B8CC12A977379EF256D76109492
I:\freelance\SCA-Smartcard-Pipeline-3\Input1\Mastercard\traces_data_1000T_1.csv,78,0,0,0,0,0,0,123,65,7B 41,5413330337554966D25122012916230185,,,,,,,9E15204313F7318ACB79B90BD986AD29,4664942FE615FB02E5D57F292AA2B3B6,CE293B8CC12A977379EF256D76109492
I:\freelance\SCA-Smartcard-Pipeline-3\Input1\Mastercard\traces_data_1000T_1.csv,79,0,0,0,0,0,0,123,67,7B 43,5413330337554966D25122012916230185,,,,,,,9E15204313F7318ACB79B90BD986AD29,4664942FE615FB02E5D57F292AA2B3B6,CE293B8CC12A977379EF256D76109492
I:\freelance\SCA-Smartcard-Pipeline-3\Input1\Mastercard\traces_data_1000T_1.csv,80,0,0,0,0,0,0,123,69,7B 45,5413330337554966D25122012916230185,,,,,,,9E15204313F7318ACB79B90BD986AD29,4664942FE615FB02E5D57F292AA2B3B6,CE293B8CC12A977379EF256D76109492
I:\freelance\SCA-Smartcard-Pipeline-3\Input1\Mastercard\traces_data_1000T_1.csv,81,0,0,0,0,0,0,123,71,7B 47,5413330337554966D25122012916230185,,,,,,,9E15204313F7318ACB79B90BD986AD29,4664942FE615FB02E5D57F292AA2B3B6,CE293B8CC12A977379EF256D76109492
I:\freelance\SCA-Smartcard-Pipeline-3\Input1\Mastercard\traces_data_1000T_1.csv,82,0,0,0,0,0,0,123,72,7B 48,5413330337554966D25122012916230185,,,,,,,9E15204313F7318ACB79B90BD986AD29,4664942FE615FB02E5D57F292AA2B3B6,CE293B8CC12A977379EF256D76109492
I:\freelance\SCA-Smartcard-Pipeline-3\Input1\Mastercard\traces_data_1000T_1.csv,83,0,0,0,0,0,0,123,73,7B 49,5413330337554966D25122012916230185,,,,,,,9E15204313F7318ACB79B90BD986AD29,4664942FE615FB02E5D57F292AA2B3B6,CE293B8CC12A977379EF256D76109492
I:\freelance\SCA-Smartcard-Pipeline-3\Input1\Mastercard\traces_data_1000T_1.csv,84,0,0,0,0,0,0,123,75,7B 4B,5413330337554966D25122012916230185,,,,,,,9E15204313F7318ACB79B90BD986AD29,4664942FE615FB02E5D57F292AA2B3B6,CE293B8CC12A977379EF256D76109492
I:\freelance\SCA-Smartcard-Pipeline-3\Input1\Mastercard\traces_data_1000T_1.csv,85,0,0,0,0,0,0,123,76,7B 4C,5413330337554966D25122012916230185,,,,,,,9E15204313F7318ACB79B90BD986AD29,4664942FE615FB02E5D57F292AA2B3B6,CE293B8CC12A977379EF256D76109492
I:\freelance\SCA-Smartcard-Pipeline-3\Input1\Mastercard\traces_data_1000T_1.csv,86,0,0,0,0,0,0,123,79,7B 4F,5413330337554966D25122012916230185,,,,,,,9E15204313F7318ACB79B90BD986AD29,4664942FE615FB02E5D57F292AA2B3B6,CE293B8CC12A977379EF256D76109492
I:\freelance\SCA-Smartcard-Pipeline-3\Input1\Mastercard\traces_data_1000T_1.csv,87,0,0,0,0,0,0,123,80,7B 50,5413330337554966D25122012916230185,,,,,,,9E15204313F7318ACB79B90BD986AD29,4664942FE615FB02E5D57F292AA2B3B6,CE293B8CC12A977379EF256D76109492
